Event_Id,Event_Name,Sub_Event_Name,Event_Tag,Event_position,Event_Team,Event Sec,Sec_Before_Goal,X,Y,Match_Label,Match_Period,Match_Winner,Player_Name,Player_Role,Player_Goals_Scored,Player_Role_Calculated
263156319,Duel,Air duel,Neutral,1,Croatia,167.019436,118.654658,69,75,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156319,Duel,Air duel,Neutral,2,Croatia,167.019436,118.654658,69,74,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156319,Duel,Air duel,Accurate,1,Croatia,167.019436,118.654658,69,75,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156319,Duel,Air duel,Accurate,2,Croatia,167.019436,118.654658,69,74,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263153940,Duel,Air duel,Neutral,1,England,168.901454,116.77264,31,25,Croatia - England. 2 - 1 (E),1H,Croatia,John Stones,Defender,0,right CB
263153940,Duel,Air duel,Neutral,2,England,168.901454,116.77264,31,26,Croatia - England. 2 - 1 (E),1H,Croatia,John Stones,Defender,0,right CB
263153940,Duel,Air duel,Accurate,1,England,168.901454,116.77264,31,25,Croatia - England. 2 - 1 (E),1H,Croatia,John Stones,Defender,0,right CB
263153940,Duel,Air duel,Accurate,2,England,168.901454,116.77264,31,26,Croatia - England. 2 - 1 (E),1H,Croatia,John Stones,Defender,0,right CB
263156320,Duel,Air duel,Lost,1,Croatia,168.901454,116.77264,69,74,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156320,Duel,Air duel,Lost,2,Croatia,168.901454,116.77264,69,77,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156320,Duel,Air duel,Not accurate,1,Croatia,168.901454,116.77264,69,74,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156320,Duel,Air duel,Not accurate,2,Croatia,168.901454,116.77264,69,77,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156321,Foul,Foul,,1,Croatia,169.65203,116.022064,69,77,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156321,Foul,Foul,,2,Croatia,169.65203,116.022064,69,74,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263153941,Free Kick,Free Kick,Accurate,1,England,189.917462,95.756632,34,18,Croatia - England. 2 - 1 (E),1H,Croatia,Harry  Maguire,Defender,0,left CB
263153941,Free Kick,Free Kick,Accurate,2,England,189.917462,95.756632,30,64,Croatia - England. 2 - 1 (E),1H,Croatia,Harry  Maguire,Defender,0,left CB
263153943,Pass,High pass,Not accurate,1,England,192.82677,92.847324,30,64,Croatia - England. 2 - 1 (E),1H,Croatia,Kyle Walker,Defender,0,right CB
263153943,Pass,High pass,Not accurate,2,England,192.82677,92.847324,77,88,Croatia - England. 2 - 1 (E),1H,Croatia,Kyle Walker,Defender,0,right CB
263153948,Pass,Head pass,Interception,1,Croatia,194.823699,90.850395,23,12,Croatia - England. 2 - 1 (E),1H,Croatia,Ivan Strinic,Defender,0,left MF
263153948,Pass,Head pass,Interception,2,Croatia,194.823699,90.850395,36,25,Croatia - England. 2 - 1 (E),1H,Croatia,Ivan Strinic,Defender,0,left MF
263153948,Pass,Head pass,Not accurate,1,Croatia,194.823699,90.850395,23,12,Croatia - England. 2 - 1 (E),1H,Croatia,Ivan Strinic,Defender,0,left MF
263153948,Pass,Head pass,Not accurate,2,Croatia,194.823699,90.850395,36,25,Croatia - England. 2 - 1 (E),1H,Croatia,Ivan Strinic,Defender,0,left MF
263153944,Pass,Simple pass,Accurate,1,England,199.161748,86.512346,64,75,Croatia - England. 2 - 1 (E),1H,Croatia,Jesse Lingard,Midfielder,0,right FW
263153944,Pass,Simple pass,Accurate,2,England,199.161748,86.512346,77,56,Croatia - England. 2 - 1 (E),1H,Croatia,Jesse Lingard,Midfielder,0,right FW
263153950,Duel,Ground defending duel,Lost,1,Croatia,200.269856,85.404238,23,44,Croatia - England. 2 - 1 (E),1H,Croatia,Luka Modric,Midfielder,0,central MF
263153950,Duel,Ground defending duel,Lost,2,Croatia,200.269856,85.404238,19,47,Croatia - England. 2 - 1 (E),1H,Croatia,Luka Modric,Midfielder,0,central MF
263153950,Duel,Ground defending duel,Not accurate,1,Croatia,200.269856,85.404238,23,44,Croatia - England. 2 - 1 (E),1H,Croatia,Luka Modric,Midfielder,0,central MF
263153950,Duel,Ground defending duel,Not accurate,2,Croatia,200.269856,85.404238,19,47,Croatia - England. 2 - 1 (E),1H,Croatia,Luka Modric,Midfielder,0,central MF
263153946,Duel,Ground attacking duel,Won,1,England,201.090673,84.583421,77,56,Croatia - England. 2 - 1 (E),1H,Croatia,Bamidele Alli,Midfielder,0,central MF
263153946,Duel,Ground attacking duel,Won,2,England,201.090673,84.583421,81,53,Croatia - England. 2 - 1 (E),1H,Croatia,Bamidele Alli,Midfielder,0,central MF
263153946,Duel,Ground attacking duel,Accurate,1,England,201.090673,84.583421,77,56,Croatia - England. 2 - 1 (E),1H,Croatia,Bamidele Alli,Midfielder,0,central MF
263153946,Duel,Ground attacking duel,Accurate,2,England,201.090673,84.583421,81,53,Croatia - England. 2 - 1 (E),1H,Croatia,Bamidele Alli,Midfielder,0,central MF
263153951,Foul,Foul,,1,Croatia,201.77531,83.898784,19,47,Croatia - England. 2 - 1 (E),1H,Croatia,Luka Modric,Midfielder,0,central MF
263153951,Foul,Foul,,2,Croatia,201.77531,83.898784,23,44,Croatia - England. 2 - 1 (E),1H,Croatia,Luka Modric,Midfielder,0,central MF
263153952,Free Kick,Free kick shot,Goal,1,England,285.674094,0,75,60,Croatia - England. 2 - 1 (E),1H,Croatia,Kieran Trippier,Defender,1,right MF
263153952,Free Kick,Free kick shot,Goal,2,England,285.674094,0,100,100,Croatia - England. 2 - 1 (E),1H,Croatia,Kieran Trippier,Defender,1,right MF
